"시도별","산업별",2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"시도별","산업별",총 사업체 수,총 사업체 수,총 사업체 수,20대 이하,20대 이하,20대 이하,30대,30대,30대,40대,40대,40대,50대,50대,50대,60대 이상,60대 이상,60대 이상
"시도별","산업별",원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률
"경기도","교육 서비스업",47959,3567,8.0,2368,418,21.4,13002,1388,12.0,20116,1411,7.5,10501,329,3.2,1972,21,1.1
"경기도","예술, 스포츠 및 여가관련 서비스업",25903,73,0.3,1242,86,7.4,5187,192,3.8,7143,18,0.3,8125,-96,-1.2,4206,-127,-2.9
"경기도","협회 및 단체, 수리 및 기타 개인서비스업",78786,-197,-0.2,4357,576,15.2,14296,698,5.1,25433,-316,-1.2,23001,-734,-3.1,11699,-421,-3.5
"강원도","전산업",139777,3791,2.8,5891,790,15.5,17741,1148,6.9,36515,795,2.2,45523,694,1.5,34107,364,1.1
"강원도","제조업",8802,101,1.2,254,18,7.6,852,32,3.9,1953,51,2.7,3096,34,1.1,2647,-34,-1.3
"강원도","건설업",22373,1587,7.6,579,101,21.1,1688,219,14.9,6645,361,5.7,9083,525,6.1,4378,381,9.5
"강원도","도매 및 소매업",40059,87,0.2,1831,301,19.7,5372,304,6.0,9966,0,0.0,12331,-219,-1.7,10559,-299,-2.8
"강원도","숙박 및 음식점업",37766,647,1.7,1883,160,9.3,4971,287,6.1,8431,98,1.2,11983,89,0.7,10498,13,0.1
"강원도","정보통신업",1365,624,84.2,97,45,86.5,222,95,74.8,404,122,43.3,370,166,81.4,272,196,257.9
"강원도","부동산업",3260,213,7.0,56,20,55.6,218,0,0.0,640,16,2.6,1138,83,7.9,1208,94,8.4
"강원도","전문과학기술서비스업",2238,44,2.0,130,22,20.4,392,15,4.0,806,4,0.5,603,21,3.6,307,-18,-5.5
"강원도","사업시설관리, 사업지원 및 임대 서비스업",3252,15,0.5,155,-3,-1.9,546,0,0.0,965,-14,-1.4,998,17,1.7,588,15,2.6
"강원도","교육 서비스업",5090,225,4.6,250,38,17.9,1128,71,6.7,2186,96,4.6,1231,10,0.8,295,10,3.5
"강원도","예술, 스포츠 및 여가관련 서비스업",3651,76,2.1,162,3,1.9,614,1,0.2,1034,32,3.2,1109,16,1.5,732,24,3.4
"강원도","협회 및 단체, 수리 및 기타 개인서비스업",11921,172,1.5,494,85,20.8,1738,124,7.7,3485,29,0.8,3581,-48,-1.3,2623,-18,-0.7
"충청북도","전산업",130546,464,0.4,6603,623,10.4,18429,619,3.5,35055,-110,-0.3,42800,-525,-1.2,27659,-143,-0.5
"충청북도","제조업",14028,-28,-0.2,362,14,4.0,1343,22,1.7,3563,-2,-0.1,5165,11,0.2,3595,-73,-2.0
"충청북도","건설업",19243,1145,6.3,533,92,20.9,1429,83,6.2,5412,268,5.2,7956,316,4.1,3913,386,10.9
"충청북도","도매 및 소매업",39384,-882,-2.2,2278,237,11.6,6144,249,4.2,10357,-380,-3.5,11983,-640,-5.1,8622,-348,-3.9
"충청북도","숙박 및 음식점업",27777,-154,-0.6,1942,144,8.0,4354,53,1.2,6255,-25,-0.4,8989,-169,-1.8,6237,-157,-2.5
"충청북도","정보통신업",789,58,7.9,53,4,8.2,174,25,16.8,309,10,3.3,171,2,1.2,82,17,26.2
"충청북도","부동산업",3781,161,4.4,84,31,58.5,258,29,12.7,839,-6,-0.7,1377,35,2.6,1223,72,6.3
"충청북도","전문과학기술서비스업",2203,27,1.2,120,11,10.1,405,37,10.1,805,-2,-0.2,610,-14,-2.2,263,-5,-1.9
"충청북도","사업시설관리, 사업지원 및 임대 서비스업",3544,-128,-3.5,174,-17,-8.9,597,-49,-7.6,1039,-30,-2.8,1046,-46,-4.2,688,14,2.1
"충청북도","교육 서비스업",4822,297,6.6,257,36,16.3,1275,126,11.0,2051,109,5.6,1014,26,2.6,225,0,0.0
"충청북도","예술, 스포츠 및 여가관련 서비스업",3698,35,1.0,209,9,4.5,643,6,0.9,991,-11,-1.1,1205,18,1.5,650,13,2.0
"충청북도","협회 및 단체, 수리 및 기타 개인서비스업",11277,-67,-0.6,591,62,11.7,1807,38,2.1,3434,-41,-1.2,3284,-64,-1.9,2161,-62,-2.8
"충청남도","전산업",172377,2547,1.5,8537,1139,15.4,25029,1275,5.4,47363,273,0.6,53776,41,0.1,37672,-181,-0.5
"충청남도","제조업",18580,52,0.3,559,36,6.9,1958,25,1.3,4885,2,0.0,6465,33,0.5,4713,-44,-0.9
"충청남도","건설업",24047,1376,6.1,724,127,21.3,2066,229,12.5,7112,272,4.0,9512,442,4.9,4633,306,7.1
"충청남도","도매 및 소매업",54701,221,0.4,3077,558,22.2,8682,498,6.1,14616,-84,-0.6,15583,-394,-2.5,12743,-357,-2.7
"충청남도","숙박 및 음식점업",36193,390,1.1,2311,153,7.1,5529,277,5.3,8428,52,0.6,11254,2,0.0,8671,-94,-1.1
"충청남도","정보통신업",1143,130,12.8,117,35,42.7,227,30,15.2,424,39,10.1,261,11,4.4,114,15,15.2
"충청남도","부동산업",5363,176,3.4,84,33,64.7,436,45,11.5,1269,22,1.8,1862,12,0.6,1712,64,3.9
"충청남도","전문과학기술서비스업",2805,144,5.4,182,25,15.9,503,29,6.1,1024,55,5.7,740,21,2.9,356,14,4.1
"충청남도","사업시설관리, 사업지원 및 임대 서비스업",4542,-251,-5.2,190,-21,-10.0,838,-87,-9.4,1342,-56,-4.0,1357,-74,-5.2,815,-13,-1.6
"충청남도","교육 서비스업",6190,380,6.5,332,56,20.3,1613,128,8.6,2651,125,4.9,1348,66,5.1,246,5,2.1
"충청남도","예술, 스포츠 및 여가관련 서비스업",4245,-94,-2.2,241,15,6.6,798,-26,-3.2,1153,-47,-3.9,1352,0,0.0,701,-36,-4.9
"충청남도","협회 및 단체, 수리 및 기타 개인서비스업",14568,23,0.2,720,122,20.4,2379,127,5.6,4459,-107,-2.3,4042,-78,-1.9,2968,-41,-1.4
"전라북도","전산업",143440,941,0.7,7018,732,11.6,19455,775,4.1,40539,-85,-0.2,44958,-186,-0.4,31470,-295,-0.9
"전라북도","제조업",13154,19,0.1,320,-6,-1.8,1322,56,4.4,3278,-13,-0.4,4476,27,0.6,3758,-45,-1.2
"전라북도","건설업",21164,1395,7.1,588,101,20.7,1736,167,10.6,6406,357,5.9,8269,495,6.4,4165,275,7.1
"전라북도","도매 및 소매업",47997,-1112,-2.3,2366,290,14.0,6712,178,2.7,13107,-443,-3.3,14182,-643,-4.3,11630,-494,-4.1
